Time,Ay,Vx,Station,Cronometro,AV_Eng,AV_TC,AV_Trans
         7.51, -1.99776136875, 48.1089744568, 92.6060714722, 2.63499999046, 13627.7558594, 13627.7558594, 2672.19458008
        7.511, -1.99766850471, 48.1090126038, 92.6194534302, 2.63599991798,      13627.75,      13627.75, 2672.19970703
        7.512, -1.99757575989, 48.1090507507, 92.6328353882, 2.63700008392, 13627.7451172, 13627.7451172, 2672.20458984
        7.513, -1.99748313427, 48.1090888977, 92.6462097168, 2.63800001144, 13627.7402344, 13627.7402344, 2672.20922852
        7.514, -1.99739086628, 48.1091270447, 92.6595916748, 2.63899993896, 13627.7353516, 13627.7353516, 2672.21386719
        7.515, -1.99729919434,  48.109161377, 92.6729736328,  2.6400001049, 13627.7304688, 13627.7304688, 2672.21801758
        7.516, -1.99720811844, 48.1091918945, 92.6863555908, 2.64100003242, 13627.7255859, 13627.7255859, 2672.22216797
        7.517, -1.99711799622, 48.1092262268, 92.6997299194, 2.64199995995, 13627.7216797, 13627.7216797, 2672.22583008
        7.518, -1.99702894688, 48.1092567444, 92.7131118774, 2.64299988747, 13627.7167969, 13627.7167969, 2672.22949219
        7.519, -1.99694108963,  48.109287262, 92.7264938354, 2.64400005341, 13627.7128906, 13627.7128906, 2672.23291016
         7.52, -1.99685454369, 48.1093177795, 92.7398757935, 2.64499998093, 13627.7089844, 13627.7089844, 2672.23583984
        7.521, -1.99676966667, 48.1093444824, 92.7532501221, 2.64599990845, 13627.7060547, 13627.7060547, 2672.23876953
        7.522, -1.99668645859, 48.1093711853, 92.7666320801, 2.64700007439, 13627.7021484, 13627.7021484, 2672.24145508
        7.523, -1.99660515785, 48.1093978882, 92.7800140381, 2.64800000191, 13627.6992188, 13627.6992188, 2672.24365234
        7.524, -1.99652600288, 48.1094207764, 92.7933959961, 2.64899992943, 13627.6953125, 13627.6953125, 2672.24560547
        7.525, -1.99644887447, 48.1094474792, 92.8067703247, 2.65000009537, 13627.6923828, 13627.6923828, 2672.24755859
        7.526, -1.99637413025, 48.1094703674, 92.8201522827, 2.65100002289, 13627.6894531, 13627.6894531, 2672.24902344
        7.527, -1.99630188942, 48.1094932556, 92.8335342407, 2.65199995041,    13627.6875,    13627.6875,       2672.25
        7.528, -1.99623227119, 48.1095161438, 92.8469161987, 2.65300011635, 13627.6845703, 13627.6845703, 2672.25097656
        7.529, -1.99616539478, 48.1095352173, 92.8602905273, 2.65400004387, 13627.6816406, 13627.6816406, 2672.25170898
         7.53, -1.9961014986, 48.1095581055, 92.8736724854, 2.65499997139, 13627.6796875, 13627.6796875, 2672.25195312
        7.531, -1.99604046345,  48.109577179, 92.8870544434, 2.65599989891, 13627.6777344, 13627.6777344, 2672.25195312
        7.532, -1.99598252773, 48.1095962524, 92.9004364014, 2.65700006485, 13627.6757812, 13627.6757812, 2672.25170898
        7.533, -1.99592792988, 48.1096153259,   92.91381073, 2.65799999237, 13627.6738281, 13627.6738281,  2672.2512207
        7.534, -1.99587655067, 48.1096343994,  92.927192688, 2.65899991989,  13627.671875,  13627.671875, 2672.25024414
        7.535, -1.99582862854, 48.1096534729,  92.940574646, 2.66000008583, 13627.6699219, 13627.6699219, 2672.24926758
        7.536, -1.99578416348, 48.1096687317,  92.953956604, 2.66100001335, 13627.6679688, 13627.6679688, 2672.24780273
        7.537, -1.99574327469, 48.1096878052, 92.9673309326, 2.66199994087, 13627.6660156, 13627.6660156, 2672.24609375
        7.538, -1.99570608139, 48.1097068787, 92.9807128906, 2.66300010681, 13627.6650391, 13627.6650391, 2672.24414062
        7.539, -1.99567270279, 48.1097221375, 92.9940948486, 2.66400003433, 13627.6630859, 13627.6630859, 2672.24169922
