TIME,RPM,TPS,Marcha,Distância,Velocidade_de_referência
128.780,6610,33.1,0,940.13,34.7
128.820,6723,33.8,0,940.52,34.8
128.860,6690,34.2,0,940.91,34.7
128.900,6710,34.3,0,941.30,35.7
128.940,6803,34.6,0,941.71,36.0
128.980,6884,34.9,0,942.11,36.1
129.020,6958,35.2,0,942.51,36.3
129.060,6985,35.6,0,942.92,37.0
129.100,7040,35.9,0,943.35,37.9
129.140,7204,36.0,0,943.78,38.6
129.180,7395,36.1,0,944.21,38.7
129.220,7604,36.3,0,944.65,39.3
129.260,7780,36.5,0,945.10,40.4
129.300,7787,36.6,0,945.56,40.9
129.340,7810,36.7,0,946.02,41.5
129.380,7965,36.7,0,946.49,42.4
129.420,8204,36.7,0,946.97,43.2
129.460,8312,36.9,0,947.46,43.3
129.500,8320,36.9,0,947.95,44.4
129.540,8344,37.1,0,948.45,44.9
129.580,8481,37.1,0,948.95,44.9
129.620,8648,37.2,0,949.45,45.2
129.660,8781,37.5,0,949.97,46.3
129.700,8843,37.4,0,950.49,47.0
129.740,8861,37.5,0,951.01,46.6
129.780,8912,37.4,0,951.54,47.8
129.820,9172,37.4,0,952.08,48.3
129.860,9325,37.5,0,952.62,47.9
129.900,9328,36.7,0,953.17,49.3
129.940,9407,34.3,0,953.72,50.0
129.980,9431,33.9,0,954.27,49.6
130.020,9500,33.6,0,954.84,50.7
130.060,9688,33.6,0,955.41,51.1
130.100,9718,33.6,0,955.97,50.8
130.140,9681,33.5,0,956.55,52.1
130.180,9767,33.6,0,957.13,52.3
130.220,9873,32.7,0,957.72,52.0
130.260,9935,21.6,0,958.30,53.0
130.300,9905,8.4,0,958.90,53.6
130.340,9703,1.2,0,959.49,53.1
130.380,9310,0.8,0,960.08,53.6
130.420,8902,0.8,0,960.67,53.0
130.460,8582,0.8,0,961.25,52.8
130.500,8833,0.9,0,961.83,52.0
130.540,8823,0.9,0,962.39,51.1
130.580,9133,1.3,0,962.95,50.2
130.620,9163,1.4,0,963.50,49.5
130.660,8985,1.5,0,964.04,48.8
130.700,8878,1.6,0,964.57,48.0
130.740,8784,1.7,0,965.10,47.7
130.780,8646,2.5,0,965.62,47.2
130.820,8537,3.8,0,966.14,46.5
130.860,8492,6.8,0,966.65,46.3
130.900,8418,10.1,0,967.16,45.8
130.940,8279,12.8,0,967.66,44.8
130.980,8188,13.8,0,968.16,45.0
131.020,8130,14.6,0,968.65,44.3
131.060,8072,15.2,0,969.13,43.4
131.100,8068,16.5,0,969.61,43.2
131.140,8074,17.7,0,970.09,43.2
131.180,8040,18.1,0,970.56,43.0
131.220,8044,18.4,0,971.04,42.7
131.260,8116,19.0,0,971.52,43.1
131.300,8182,20.0,0,971.99,42.9
131.340,8300,21.3,0,972.47,42.8
131.380,8456,23.6,0,972.94,42.7
131.420,8411,24.9,0,973.42,43.0
131.460,8054,25.3,0,973.90,43.2
131.500,7879,25.8,0,974.38,43.0
131.540,8042,26.8,0,974.87,43.7
131.580,8319,27.2,0,975.36,43.7
131.620,8392,27.8,0,975.84,43.7
131.660,8358,28.2,0,976.34,44.4
131.700,8318,28.4,0,976.84,44.9
131.740,8409,28.5,0,977.34,45.5
131.780,8582,28.5,0,977.85,45.2
131.820,8804,28.7,0,978.36,46.3
131.860,8768,28.7,0,978.88,46.8
131.900,8694,28.7,0,979.41,46.7
131.940,8817,28.8,0,979.94,47.6
131.980,8939,28.9,0,980.47,48.0
132.020,9033,28.9,0,981.00,48.1
132.060,9159,28.4,0,981.54,48.4
132.100,9155,20.3,0,982.09,49.0
132.140,9000,3.9,0,982.63,49.0
132.180,8680,0.9,0,983.19,49.7
132.220,8351,0.7,0,983.74,49.6
132.260,7943,0.7,0,984.28,48.8
132.300,7933,0.7,0,984.81,48.2
132.340,7904,0.7,0,985.34,47.5
132.380,7964,0.8,0,985.84,46.0
132.420,7997,0.8,0,986.34,44.7
132.460,7872,0.9,0,986.83,44.6
132.500,7861,1.0,0,987.31,43.3
132.540,7793,1.0,0,987.76,41.5
132.580,7643,1.1,0,988.22,41.2
132.620,7537,1.2,0,988.68,41.0
132.660,7355,1.4,0,989.12,40.3
132.700,7220,1.5,0,989.56,39.4
132.740,7171,1.6,0,990.00,39.4
132.780,7149,2.2,0,990.43,38.7
132.820,7070,3.5,0,990.85,38.3
132.860,6982,5.7,0,991.27,37.9
132.900,6917,7.6,0,991.69,37.7
132.940,6876,8.9,0,992.11,37.7
132.980,6778,10.1,0,992.52,37.4
133.020,6737,10.9,0,992.94,37.0
133.060,6701,11.1,0,993.35,37.1
133.100,6652,11.3,0,993.76,36.9
133.140,6630,11.2,0,994.16,36.6
133.180,6688,11.2,0,994.56,35.8
133.220,6623,11.2,0,994.96,36.1
133.260,6525,11.2,0,995.36,36.0
133.300,6498,11.5,0,995.75,35.2
133.340,6562,11.9,0,996.13,34.1
133.380,6510,11.9,0,996.51,34.0
133.420,6416,12.1,0,996.89,34.4
133.460,6364,12.2,0,997.28,35.0
133.500,6473,12.2,0,997.67,34.7
133.540,6380,12.3,0,998.05,34.6
133.580,6340,12.3,0,998.44,35.1
133.620,6372,12.6,0,998.84,35.7
133.660,6308,13.5,0,999.24,35.5
133.700,6298,14.9,0,999.63,35.3
133.740,6296,16.3,0,1000.02,35.6
133.780,6309,17.2,0,1000.42,35.8
133.820,6321,18.1,0,1000.81,35.1
133.860,6529,18.5,0,1001.20,34.8
133.900,6693,19.0,0,1001.58,34.5
133.940,6812,20.1,0,1001.96,34.5
133.980,6555,20.6,0,1002.34,34.5
134.020,6286,20.9,0,1002.73,34.2
134.060,6286,22.1,0,1003.11,34.6
134.100,6476,24.8,0,1003.51,35.3
134.140,6824,25.7,0,1003.90,35.7
134.180,7070,26.5,0,1004.29,35.2
134.220,7223,27.0,0,1004.68,35.0
134.260,7212,27.2,0,1005.08,35.5
134.300,7467,27.1,0,1005.48,36.1
134.340,7830,21.5,0,1005.87,35.3
134.380,7735,16.4,0,1006.26,35.4
134.420,7873,16.1,0,1006.66,35.9
134.460,7794,16.3,0,1007.07,36.3
134.500,7615,16.7,0,1007.47,36.2
134.540,7612,17.7,0,1007.86,35.6
134.580,7474,19.3,0,1008.25,34.9
134.620,7237,20.1,0,1008.64,35.1
134.660,7453,22.1,0,1009.03,35.2
134.700,7753,24.7,0,1009.41,34.5
134.740,8100,28.1,0,1009.79,34.0
134.780,8009,29.9,0,1010.17,34.0
134.820,7626,30.5,0,1010.56,34.8
134.860,7334,32.8,0,1010.94,34.7
134.900,7117,36.3,0,1011.33,35.0
134.940,6977,41.7,0,1011.73,35.5
134.980,6610,50.4,0,1012.13,35.8
135.020,6242,60.5,0,1012.52,35.2
135.060,5991,68.6,0,1012.90,34.4
135.100,6555,74.5,0,1013.28,34.1
135.140,7489,77.6,0,1013.66,34.3
135.180,7558,78.2,0,1014.05,34.8
135.220,7310,70.0,0,1014.45,35.7
135.260,6935,54.9,0,1014.86,36.7
135.300,6771,52.8,0,1015.28,37.5
135.340,6842,56.4,0,1015.70,37.8
135.380,6819,62.2,0,1016.11,37.6
135.420,6727,65.5,0,1016.53,37.4
135.460,6588,66.0,0,1016.95,37.6
135.500,6549,67.1,0,1017.36,37.4
135.540,6602,69.3,0,1017.77,36.7
135.580,6824,69.8,0,1018.17,36.3
135.620,7426,70.1,0,1018.58,36.4
135.660,8740,71.1,0,1018.98,36.4
135.700,8694,71.8,0,1019.38,36.1
135.740,8736,71.9,0,1019.80,37.2
135.780,8448,71.9,0,1020.23,38.5
135.820,8167,70.8,0,1020.68,40.0
135.860,8197,70.3,0,1021.15,41.5
135.900,8290,70.3,0,1021.62,42.3
135.940,8396,70.3,0,1022.11,43.7
135.980,8468,69.2,0,1022.61,45.0
136.020,8688,68.7,0,1023.12,45.9
136.060,8886,68.7,0,1023.64,45.8
136.100,9012,68.1,0,1024.16,47.3
136.140,9154,64.0,0,1024.70,48.1
136.180,9237,59.9,0,1025.24,48.2
136.220,9333,56.0,0,1025.79,49.4
136.260,9595,55.2,0,1026.35,50.0
136.300,9757,53.1,0,1026.91,50.1
136.340,9656,44.1,0,1027.48,51.4
136.380,9578,42.1,0,1028.06,51.9
136.420,9691,41.9,0,1028.63,51.7
136.460,9869,41.8,0,1029.22,52.4
136.500,9987,35.5,0,1029.80,52.6
136.540,9878,14.1,0,1030.38,51.9
136.580,9714,2.2,0,1030.97,52.7
136.620,9485,1.3,0,1031.55,52.3
136.660,9186,1.2,0,1032.12,51.5
136.700,8778,1.2,0,1032.69,51.7
136.740,8392,1.2,0,1033.25,50.8
136.780,8444,1.2,0,1033.79,49.1
136.820,8317,1.2,0,1034.33,48.7
136.860,8349,1.2,0,1034.85,47.5
136.900,8316,1.2,0,1035.36,45.4
136.940,8291,1.2,0,1035.85,44.8
136.980,8075,1.2,0,1036.34,44.3
137.020,7883,1.2,0,1036.81,42.9
137.060,7734,1.3,0,1037.28,42.1
137.100,7602,1.3,0,1037.73,41.1
137.140,7443,1.3,0,1038.18,40.6
137.180,7258,1.3,0,1038.62,39.4
137.220,7171,1.3,0,1039.05,38.8
137.260,7087,1.2,0,1039.47,38.5
137.300,6935,1.3,0,1039.89,37.5
137.340,6852,1.2,0,1040.29,36.6
137.380,6759,1.3,0,1040.69,36.1
137.420,6632,1.3,0,1041.09,35.7
137.460,6505,1.3,0,1041.48,35.2
137.500,6403,2.2,0,1041.86,34.4
137.540,6314,3.0,0,1042.23,33.6
137.580,6235,3.6,0,1042.60,33.3
137.620,6076,4.2,0,1042.96,33.0
137.660,5942,5.3,0,1043.32,32.4
137.700,5888,6.2,0,1043.67,31.4
137.740,5829,6.4,0,1044.01,30.9
137.780,5712,6.5,0,1044.35,30.4
137.820,5528,6.5,0,1044.68,30.4
137.860,5466,6.5,0,1045.01,30.0
137.900,5433,6.5,0,1045.33,28.9
137.940,5368,6.5,0,1045.65,28.4
137.980,5196,6.6,0,1045.96,28.3
138.020,5169,6.7,0,1046.28,28.3
138.060,5055,6.7,0,1046.59,27.8
138.100,4910,6.7,0,1046.88,27.0
138.140,4822,6.7,0,1047.18,26.7
138.180,4809,7.0,0,1047.47,26.3
138.220,4883,7.6,0,1047.76,25.9
138.260,4900,7.7,0,1048.04,25.8
138.300,4836,8.5,0,1048.32,25.3
138.340,4765,9.1,0,1048.59,24.5
138.380,4641,9.6,0,1048.86,24.2
138.420,4654,11.2,0,1049.13,24.0
138.460,4762,12.7,0,1049.39,23.9
138.500,4764,13.3,0,1049.66,24.0
138.540,4507,13.7,0,1049.93,23.8
138.580,4212,14.0,0,1050.19,23.6
138.620,4206,14.2,0,1050.45,23.7
138.660,4497,14.3,0,1050.71,23.5
138.700,4805,14.3,0,1050.97,23.3
138.740,4616,14.0,0,1051.23,23.4
138.780,4088,12.1,0,1051.50,24.0
138.820,4293,11.7,0,1051.77,24.1
138.860,4539,11.7,0,1052.03,23.8
138.900,4855,11.7,0,1052.29,23.6
138.940,4774,11.7,0,1052.56,23.7
138.980,4227,11.6,0,1052.83,24.1
139.020,4165,11.4,0,1053.10,24.5
139.060,4544,11.4,0,1053.37,24.6
139.100,4839,11.4,0,1053.64,24.1
139.140,4856,11.4,0,1053.91,24.1
139.180,4601,10.9,0,1054.18,24.5
139.220,4161,8.5,0,1054.46,24.9
139.260,4363,7.9,0,1054.74,25.2
139.300,4609,7.8,0,1055.01,25.1
139.340,4649,7.7,0,1055.29,24.4
139.380,4456,5.7,0,1055.55,24.3
139.420,4256,4.4,0,1055.82,24.2
139.460,4203,4.2,0,1056.09,24.3
139.500,4191,4.1,0,1056.37,24.5
139.540,4163,4.1,0,1056.63,24.1
139.580,4168,4.1,0,1056.89,23.3
139.620,4270,4.0,0,1057.14,23.0
139.660,4252,4.0,0,1057.39,22.6
139.700,4152,4.1,0,1057.64,22.5
139.740,4005,4.0,0,1057.89,22.5
139.780,4004,4.1,0,1058.14,22.4
139.820,3876,4.2,0,1058.38,22.0
139.860,3958,4.2,0,1058.62,21.2
139.900,3837,4.3,0,1058.85,20.8
139.940,3759,4.3,0,1059.08,20.4
139.980,3876,4.3,0,1059.30,20.1
140.020,3854,4.4,0,1059.52,20.0
140.060,3761,4.6,0,1059.75,20.2
140.100,3795,4.6,0,1059.97,20.3
140.140,3687,5.0,0,1060.20,20.2
140.180,3663,5.9,0,1060.42,19.8
140.220,3656,6.4,0,1060.63,19.7
140.260,3775,6.6,0,1060.85,19.5
140.300,3743,6.7,0,1061.06,19.3
140.340,3779,6.9,0,1061.28,19.3
140.380,3688,6.9,0,1061.50,19.6
140.420,3510,7.0,0,1061.71,19.5
140.460,3641,7.1,0,1061.93,19.4
140.500,3633,7.1,0,1062.14,19.4
140.540,3764,7.2,0,1062.36,19.4
140.580,3728,7.2,0,1062.57,19.4
140.620,3564,7.2,0,1062.79,19.4
140.660,3410,7.2,0,1063.01,19.5
140.700,3549,7.2,0,1063.22,19.5
140.740,3554,7.2,0,1063.44,19.5
140.780,3805,7.3,0,1063.65,19.3
140.820,3916,7.3,0,1063.87,19.5
140.860,3514,7.3,0,1064.09,19.5
140.900,3444,7.3,0,1064.30,19.5
140.940,3518,7.3,0,1064.52,19.3
140.980,3782,7.3,0,1064.73,19.1
141.020,3812,7.3,0,1064.94,19.0
141.060,3749,7.4,0,1065.16,19.3
141.100,3467,7.3,0,1065.37,19.5
141.140,3551,7.3,0,1065.59,19.4
141.180,3777,7.4,0,1065.80,19.2
141.220,3880,7.4,0,1066.01,19.2
141.260,3664,7.3,0,1066.23,19.5
141.300,3647,4.1,0,1066.45,19.6
141.340,3623,1.4,0,1066.67,19.8
141.380,3466,1.2,0,1066.89,19.9
141.420,3503,1.2,0,1067.11,19.8
141.460,3511,1.3,0,1067.33,19.8
141.500,3514,1.2,0,1067.55,19.6
141.540,3526,1.2,0,1067.76,19.2
141.580,3562,1.2,0,1067.97,19.0
141.620,3303,1.2,0,1068.18,19.0
141.660,3180,1.2,0,1068.39,19.1
141.700,3079,1.2,0,1068.60,18.8
141.740,3040,1.2,0,1068.80,18.2
141.780,3154,1.2,0,1069.00,17.9
141.820,3241,1.2,0,1069.19,17.4
141.860,3104,1.3,0,1069.38,17.2
141.900,2851,1.2,0,1069.57,17.2
141.940,2745,1.1,0,1069.76,17.2
141.980,2885,1.1,0,1069.96,17.3
142.020,3194,1.2,0,1070.14,17.1
142.060,3198,1.2,0,1070.33,16.8
142.100,2728,1.1,0,1070.51,16.5
142.140,2468,1.0,0,1070.70,16.8
142.180,2440,1.0,0,1070.89,16.8
142.220,2564,1.1,0,1071.07,16.5
142.260,2862,1.0,0,1071.25,16.4
142.300,3395,1.1,0,1071.43,16.3
142.340,3694,0.9,0,1071.61,16.3
142.380,3741,0.9,0,1071.79,16.0
142.420,3768,0.8,0,1071.96,15.3
142.460,3830,0.8,0,1072.12,14.7
142.500,3710,0.8,0,1072.28,14.3
142.540,3689,0.8,0,1072.43,13.9
142.580,3519,0.8,0,1072.58,13.6
142.620,3336,0.8,0,1072.72,13.2
142.660,3231,0.8,0,1072.87,12.9
142.700,3150,0.9,0,1073.01,12.6
142.740,3068,0.9,0,1073.15,12.5
142.780,2993,0.8,0,1073.27,11.5
142.820,3172,0.8,0,1073.39,11.0
142.860,3365,0.8,0,1073.51,10.6
142.900,3569,0.8,0,1073.63,10.3
142.940,3650,0.8,0,1073.75,11.0
142.980,3593,0.8,0,1073.87,10.7
143.020,3744,0.9,0,1073.98,10.4
143.060,3828,0.8,0,1074.09,10.3
143.100,3868,0.9,0,1074.20,10.0
143.140,3809,0.8,0,1074.31,9.7
143.180,3727,0.9,0,1074.42,9.5
143.220,3569,0.8,0,1074.52,9.3
143.260,3415,0.8,0,1074.62,9.2
143.300,3287,0.8,0,1074.72,9.0
143.340,3243,0.8,0,1074.82,9.0
143.380,3035,0.8,0,1074.92,8.9
143.420,2844,0.8,0,1075.01,8.2
143.460,2805,0.8,0,1075.10,8.1
143.500,2892,0.8,0,1075.19,8.1
143.540,3217,0.8,0,1075.28,8.0
143.580,3499,0.8,0,1075.37,8.5
143.620,3621,0.8,0,1075.46,8.5
143.660,3629,0.8,0,1075.56,8.2
143.700,3578,0.8,0,1075.65,8.1
143.740,3676,0.8,0,1075.73,7.8
143.780,3777,0.8,0,1075.82,7.7
143.820,3800,0.8,0,1075.90,7.5
143.860,3669,0.9,0,1075.98,7.3
143.900,3672,0.8,0,1076.06,6.9
143.940,3575,0.8,0,1076.13,6.7
143.980,3555,0.8,0,1076.20,6.4
144.020,3399,0.8,0,1076.27,6.2
144.060,3248,0.8,0,1076.34,5.9
144.100,3210,0.8,0,1076.40,5.7
144.140,3067,0.8,0,1076.46,5.7
144.180,2984,0.8,0,1076.52,5.4
144.220,3048,0.8,0,1076.58,5.1
144.260,3239,0.8,0,1076.63,5.1
144.300,3371,0.8,0,1076.69,5.1
144.340,3460,0.8,0,1076.74,4.7
144.380,3466,0.9,0,1076.79,4.6
144.420,3473,0.8,0,1076.84,4.3
144.460,3628,0.8,0,1076.88,4.1
144.500,3570,0.9,0,1076.93,4.1
144.540,3462,0.8,0,1076.97,3.9
144.580,3536,0.8,0,1077.01,3.6
144.620,3587,0.8,0,1077.05,3.6
144.660,3473,0.9,0,1077.09,3.6
144.700,3389,0.8,0,1077.13,3.3
144.740,3428,0.8,0,1077.16,3.3
144.780,3334,0.8,0,1077.20,3.0
144.820,3272,0.8,0,1077.23,3.0
144.860,3177,0.8,0,1077.26,3.0
144.900,3081,0.9,0,1077.29,2.7
144.940,3055,0.9,0,1077.32,2.7
144.980,3290,0.8,0,1077.35,2.7
145.020,3465,0.8,0,1077.38,2.8
145.060,3651,0.9,0,1077.41,2.8
145.100,3722,0.8,0,1077.44,2.8
145.140,3738,0.8,0,1077.47,2.5
145.180,3854,0.9,0,1077.50,2.5
145.220,3928,0.8,0,1077.53,2.5
145.260,3775,0.8,0,1077.55,2.3
145.300,3784,0.9,0,1077.58,2.3
145.340,3664,0.8,0,1077.60,2.3
145.380,3454,0.8,0,1077.63,2.3
145.420,3340,0.8,0,1077.65,2.0
145.460,3183,0.8,0,1077.67,2.0
145.500,3110,0.8,0,1077.70,2.0
145.540,2937,0.8,0,1077.72,2.0
145.580,2880,0.8,0,1077.74,1.9
145.620,3067,0.8,0,1077.74,0.2
145.660,3349,0.8,0,1077.74,0.0
145.700,3511,0.8,0,1077.74,0.0
145.740,3507,0.8,0,1077.74,0.0
145.780,3663,0.8,0,1077.74,0.0
145.820,3664,0.8,0,1077.74,0.0
145.860,3720,0.8,0,1077.74,0.0
145.900,3914,0.8,0,1077.74,0.0
145.940,3784,0.8,0,1077.74,0.0
145.980,3767,0.8,0,1077.74,0.0
146.020,3683,0.8,0,1077.74,0.0
146.060,3536,0.8,0,1077.74,0.0
146.100,3315,0.9,0,1077.74,0.0
146.140,3117,0.8,0,1077.74,0.0
146.180,2895,0.8,0,1077.74,0.0
146.220,2773,0.8,0,1077.74,0.0
146.260,2721,0.8,0,1077.74,0.0
146.300,2994,0.8,0,1077.74,0.0
146.340,3323,0.8,0,1077.74,0.0
146.380,3547,0.8,0,1077.74,0.0
146.420,3510,0.8,0,1077.74,0.0
146.460,3619,0.8,0,1077.74,0.0
146.500,3592,0.8,0,1077.74,0.0
146.540,3596,0.8,0,1077.74,0.0
146.580,3523,0.8,0,1077.74,0.0
146.620,3494,0.9,0,1077.74,0.0
146.660,3383,0.9,0,1077.74,0.0
146.700,3392,0.9,0,1077.74,0.0
146.740,3269,0.8,0,1077.74,0.0
146.780,3200,0.9,0,1077.74,0.0
146.820,3049,0.9,0,1077.74,0.0
146.860,2962,0.9,0,1077.74,0.0
146.900,2941,0.8,0,1077.74,0.0
146.940,3126,0.8,0,1077.74,0.0
146.980,3336,0.9,0,1077.74,0.0
147.020,3570,0.9,0,1077.74,0.0
147.060,3514,0.9,0,1077.74,0.0
147.100,3442,0.9,0,1077.74,0.0
147.140,3494,0.9,0,1077.74,0.0
147.180,3436,0.8,0,1077.74,0.0
147.220,3350,0.9,0,1077.74,0.0
147.260,3320,0.8,0,1077.74,0.0
147.300,3252,0.9,0,1077.74,0.0
147.340,3136,0.9,0,1077.74,0.0
147.380,2979,0.8,0,1077.74,0.0
147.420,2969,0.8,0,1077.74,0.0
147.460,2968,0.9,0,1077.74,0.0
147.500,3101,0.9,0,1077.74,0.0
147.540,3253,0.9,0,1077.74,0.0
147.580,3461,0.9,0,1077.74,0.0
147.620,3449,0.8,0,1077.74,0.0
147.660,3451,0.9,0,1077.74,0.0
147.700,3419,0.9,0,1077.74,0.0
147.740,3334,0.8,0,1077.74,0.0
147.780,3395,0.9,0,1077.74,0.0
147.820,3297,0.9,0,1077.74,0.0
147.860,3170,0.9,0,1077.74,0.0
147.900,3113,0.9,0,1077.74,0.0
147.940,2934,0.9,0,1077.74,0.0
147.980,2912,0.9,0,1077.74,0.0
148.020,3043,0.9,0,1077.74,0.0
148.060,3289,0.9,0,1077.74,0.0
148.100,3419,0.8,0,1077.74,0.0
148.140,3527,0.9,0,1077.74,0.0
148.180,3479,0.9,0,1077.74,0.0
148.220,3407,0.9,0,1077.74,0.0
148.260,3467,0.9,0,1077.74,0.0
148.300,3459,0.8,0,1077.74,0.0
148.340,3446,0.8,0,1077.74,0.0
148.380,3363,0.9,0,1077.74,0.0
148.420,3343,0.9,0,1077.74,0.0
148.460,3391,0.9,0,1077.74,0.0
148.500,3283,0.9,0,1077.74,0.0
148.540,3235,0.9,0,1077.74,0.0
148.580,3188,0.8,0,1077.74,0.0
148.620,3127,0.9,0,1077.74,0.0
148.660,3167,0.8,0,1077.74,0.0
148.700,3280,0.8,0,1077.74,0.0
148.740,3448,0.9,0,1077.74,0.0
148.780,3549,0.8,0,1077.74,0.0
148.820,3654,0.9,0,1077.74,0.0
148.860,3602,0.8,0,1077.74,0.0
148.900,3620,0.8,0,1077.74,0.0
148.940,3633,0.9,0,1077.74,0.0
148.980,3582,0.8,0,1077.74,0.0
149.020,3632,0.8,0,1077.74,0.0
149.060,3641,0.8,0,1077.74,0.0
149.100,3602,0.9,0,1077.74,0.0
149.140,3597,0.8,0,1077.74,0.0
149.180,3563,0.8,0,1077.74,0.0
149.220,3451,0.9,0,1077.74,0.0
149.260,3367,0.8,0,1077.74,0.0
149.300,3247,0.9,0,1077.74,0.0
149.340,3178,0.9,0,1077.74,0.0
149.380,3133,0.8,0,1077.74,0.0
149.420,2985,0.8,0,1077.74,0.0
149.460,2989,0.8,0,1077.74,0.0
149.500,3156,0.8,0,1077.74,0.0
149.540,3280,0.8,0,1077.74,0.0
149.580,3472,0.8,0,1077.74,0.0
149.620,3508,0.8,0,1077.74,0.0
149.660,3526,0.9,0,1077.74,0.0
149.700,3594,0.8,0,1077.74,0.0
149.740,3570,0.8,0,1077.74,0.0
149.780,3579,0.9,0,1077.74,0.0
149.820,3542,0.9,0,1077.74,0.0
149.860,3537,0.8,0,1077.74,0.0
149.900,3502,0.8,0,1077.74,0.0
149.940,3528,0.9,0,1077.74,0.0
149.980,3504,0.8,0,1077.74,0.0
150.020,3434,0.8,0,1077.74,0.0
150.060,3419,0.8,0,1077.74,0.0
150.100,3338,0.8,0,1077.74,0.0
150.140,3324,0.8,0,1077.74,0.0
150.180,3245,0.8,0,1077.74,0.0
150.220,3236,0.8,0,1077.74,0.0
150.260,3169,0.9,0,1077.74,0.0
150.300,3084,0.8,0,1077.74,0.0
150.340,3183,0.9,0,1077.74,0.0
150.380,3310,0.8,0,1077.74,0.0
150.420,3391,0.8,0,1077.74,0.0
150.460,3596,0.8,0,1077.74,0.0
150.500,3749,0.9,0,1077.74,0.0
150.540,3760,0.8,0,1077.74,0.0
150.580,3827,0.8,0,1077.74,0.0
150.620,3874,0.8,0,1077.74,0.0
150.660,3795,0.8,0,1077.74,0.0
150.700,3711,0.8,0,1077.74,0.0
150.740,3674,0.8,0,1077.74,0.0
150.780,3583,0.8,0,1077.74,0.0
150.820,3483,0.8,0,1077.74,0.0
150.860,3364,0.8,0,1077.74,0.0
150.900,3308,0.8,0,1077.74,0.0
150.940,3181,0.8,0,1077.74,0.0
150.980,3024,0.8,0,1077.74,0.0
151.020,2889,0.8,0,1077.74,0.0
151.060,2783,0.8,0,1077.74,0.0
151.100,2970,0.8,0,1077.74,0.0
151.140,3293,0.8,0,1077.74,0.0
151.180,3490,0.9,0,1077.74,0.0
151.220,3528,0.9,0,1077.74,0.0
151.260,3646,0.8,0,1077.74,0.0
151.300,3705,0.8,0,1077.74,0.0
151.340,3652,0.9,0,1077.74,0.0
151.380,3696,0.8,0,1077.74,0.0
151.420,3653,0.8,0,1077.74,0.0
151.460,3590,0.8,0,1077.74,0.0
151.500,3516,0.9,0,1077.74,0.0
151.540,3446,0.8,0,1077.74,0.0
151.580,3386,0.8,0,1077.74,0.0
151.620,3297,0.8,0,1077.74,0.0
151.660,3226,0.8,0,1077.74,0.0
151.700,3104,0.8,0,1077.74,0.0
151.740,2975,0.8,0,1077.74,0.0
151.780,2923,0.8,0,1077.74,0.0
151.820,3036,0.8,0,1077.74,0.0
151.860,3248,0.9,0,1077.74,0.0
151.900,3451,0.8,0,1077.74,0.0
151.940,3555,0.8,0,1077.74,0.0
151.980,3488,0.8,0,1077.74,0.0
152.020,3558,0.8,0,1077.74,0.0
152.060,3564,0.8,0,1077.74,0.0
152.100,3618,0.8,0,1077.74,0.0
152.140,3564,0.8,0,1077.74,0.0
152.180,3551,0.9,0,1077.74,0.0
152.220,3547,0.9,0,1077.74,0.0
152.260,3554,0.8,0,1077.74,0.0
152.300,3576,0.8,0,1077.74,0.0
152.340,3555,0.8,0,1077.74,0.0
152.380,3479,0.8,0,1077.74,0.0
152.420,3408,0.8,0,1077.74,0.0
152.460,3428,0.8,0,1077.74,0.0
152.500,3396,0.8,0,1077.74,0.0
152.540,3300,0.9,0,1077.74,0.0
152.580,3306,0.8,0,1077.74,0.0
152.620,3269,0.8,0,1077.74,0.0
152.660,3147,0.8,0,1077.74,0.0
152.700,3039,0.9,0,1077.74,0.0
152.740,3056,0.8,0,1077.74,0.0
152.780,3179,0.8,0,1077.74,0.0
152.820,3362,0.9,0,1077.74,0.0
152.860,3552,0.8,0,1077.74,0.0
152.900,3616,0.8,0,1077.74,0.0
152.940,3665,0.8,0,1077.74,0.0
152.980,3741,0.8,0,1077.74,0.0
153.020,3780,0.8,0,1077.74,0.0
153.060,3704,0.9,0,1077.74,0.0
153.100,3641,0.8,0,1077.74,0.0
153.140,3488,0.8,0,1077.74,0.0
153.180,3392,0.8,0,1077.74,0.0
153.220,3326,0.8,0,1077.74,0.0
153.260,3286,0.8,0,1077.74,0.0
153.300,3241,0.8,0,1077.74,0.0
153.340,3096,0.8,0,1077.74,0.0
153.380,2965,0.8,0,1077.74,0.0
153.420,3103,0.8,0,1077.74,0.0
153.460,3281,0.8,0,1077.74,0.0
153.500,3502,0.8,0,1077.74,0.0
153.540,3592,0.8,0,1077.74,0.0
153.580,3698,0.8,0,1077.74,0.0
153.620,3825,0.8,0,1077.74,0.0
153.660,3789,0.8,0,1077.74,0.0
153.700,3933,0.8,0,1077.74,0.0
153.740,3796,0.8,0,1077.74,0.0
153.780,3741,0.8,0,1077.74,0.0
153.820,3646,0.8,0,1077.74,0.0
153.860,3528,0.8,0,1077.74,0.0
153.900,3401,0.9,0,1077.74,0.0
153.940,3327,0.8,0,1077.74,0.0
153.980,3207,0.8,0,1077.74,0.0
154.020,3057,0.8,0,1077.74,0.0
154.060,2827,0.8,0,1077.74,0.0
154.100,2716,0.8,0,1077.74,0.0
154.140,2747,0.8,0,1077.74,0.0
154.180,3140,0.8,0,1077.74,0.0
154.220,3492,0.8,0,1077.74,0.0
154.260,3570,0.8,0,1077.74,0.0
154.300,3576,0.8,0,1077.74,0.0
154.340,3555,0.8,0,1077.74,0.0
