TIME,RPM,TPS,Marcha,Distância,Velocidade_de_referência
61.020,7109,12.1,0,528.02,76.9
61.060,7067,12.2,0,528.86,76.9
61.100,7029,12.3,0,529.70,75.3
61.140,6952,12.2,0,530.52,75.1
61.180,6940,12.3,0,531.33,72.5
61.220,6677,12.2,0,532.14,73.1
61.260,6476,12.3,0,532.93,71.6
61.300,6448,12.4,0,533.72,71.0
61.340,6459,12.4,0,534.48,69.0
61.380,6350,12.3,0,535.25,68.9
61.420,6224,9.3,0,536.00,67.8
61.460,6011,8.7,0,536.74,67.2
61.500,5816,8.7,0,537.47,65.6
61.540,5556,8.7,0,538.18,64.3
61.580,5358,8.7,0,538.89,64.1
61.620,5610,8.8,0,539.58,62.2
61.660,5490,8.7,0,540.26,61.5
61.700,5346,8.8,0,540.92,60.1
61.740,5526,8.6,0,541.57,58.6
61.780,5508,4.3,0,542.21,57.9
61.820,5432,0.8,0,542.84,56.8
61.860,5187,0.6,0,543.46,56.2
61.900,4931,0.6,0,544.07,55.0
61.940,4736,0.6,0,544.67,53.7
61.980,4469,0.7,0,545.25,53.0
62.020,4193,0.8,0,545.84,52.7
62.060,3987,0.8,0,546.40,51.1
62.100,3860,0.8,0,546.96,50.4
62.140,3711,0.8,0,547.52,50.3
62.180,3753,1.3,0,548.06,48.9
62.220,3607,9.6,0,548.59,48.0
62.260,3484,27.3,0,549.12,47.9
62.300,3934,36.7,0,549.63,46.5
62.340,4449,36.5,0,550.14,45.4
62.380,5075,15.7,0,550.64,45.2
62.420,5811,1.3,0,551.13,44.8
62.460,5746,0.5,0,551.62,43.6
62.500,4343,0.5,0,552.10,43.5
62.540,3857,0.7,0,552.58,43.7
62.580,3915,3.3,0,553.05,42.2
62.620,4213,4.9,0,553.50,41.2
62.660,4042,8.7,0,553.96,41.1
62.700,4165,16.5,0,554.41,41.0
62.740,4642,19.2,0,554.84,39.1
62.780,4952,19.4,0,555.27,38.5
62.820,4095,19.3,0,555.70,38.6
62.860,3783,18.6,0,556.13,39.1
62.900,4096,18.6,0,556.56,38.2
62.940,4472,18.5,0,556.98,38.1
62.980,4071,18.5,0,557.42,38.9
63.020,3767,18.5,0,557.85,39.1
63.060,4113,18.7,0,558.29,39.4
63.100,4430,20.8,0,558.73,39.8
63.140,4418,23.5,0,559.18,40.0
63.180,4097,24.2,0,559.62,40.2
63.220,4399,28.6,0,560.08,40.8
63.260,4341,34.2,0,560.54,41.2
63.300,4204,35.4,0,561.00,41.8
63.340,4458,39.6,0,561.47,41.5
63.380,4403,49.3,0,561.94,42.4
63.420,4424,52.6,0,562.42,43.0
63.460,4522,55.7,0,562.89,42.6
63.500,4462,59.0,0,563.37,43.2
63.540,4510,58.6,0,563.86,43.8
63.580,4625,42.3,0,564.35,44.1
63.620,4914,13.8,0,564.85,44.5
63.660,4824,1.3,0,565.35,45.3
63.700,4277,0.8,0,565.85,45.1
63.740,4054,1.0,0,566.35,44.6
63.780,4089,7.4,0,566.84,44.5
63.820,4512,14.7,0,567.34,44.4
63.860,4836,25.0,0,567.82,44.2
63.900,5303,38.5,0,568.31,43.8
63.940,5030,47.2,0,568.81,44.4
63.980,4559,49.4,0,569.30,44.9
64.020,4685,50.0,0,569.79,44.0
64.060,4764,51.4,0,570.28,44.3
64.100,4684,59.9,0,570.78,44.7
64.140,4804,70.7,0,571.27,44.3
64.180,4886,77.0,0,571.77,44.8
64.220,4916,78.2,0,572.28,45.6
64.260,4976,76.8,0,572.79,45.8
64.300,5000,46.8,0,573.30,45.8
64.340,4945,3.7,0,573.83,46.9
64.380,4817,0.8,0,574.35,47.0
64.420,4794,0.7,0,574.87,46.7
64.460,4639,3.8,0,575.40,47.3
64.500,4474,10.4,0,575.92,47.7
64.540,4954,17.1,0,576.44,46.8
64.580,5515,18.2,0,576.97,46.9
64.620,5703,18.8,0,577.49,47.3
64.660,4818,19.7,0,578.01,47.1
64.700,4540,20.3,0,578.54,47.3
64.740,4671,20.7,0,579.06,47.3
64.780,5207,19.4,0,579.59,47.0
64.820,5509,2.5,0,580.11,47.2
64.860,4947,0.7,0,580.64,47.8
64.900,4708,0.6,0,581.16,46.6
64.940,4495,0.8,0,581.67,46.4
64.980,4195,3.4,0,582.20,46.9
65.020,4116,10.5,0,582.71,46.4
65.060,4836,24.9,0,583.21,45.4
65.100,5287,30.1,0,583.72,45.6
65.140,5488,30.6,0,584.23,45.7
65.180,5009,30.5,0,584.73,45.5
65.220,4961,28.5,0,585.24,45.8
65.260,5014,7.9,0,585.75,46.0
65.300,4767,1.0,0,586.25,45.6
65.340,4482,0.7,0,586.76,45.8
65.380,4281,0.7,0,587.27,45.5
65.420,4403,1.3,0,587.78,45.8
65.460,5069,7.0,0,588.29,45.9
65.500,5074,7.8,0,588.80,46.0
65.540,4895,10.2,0,589.31,46.4
65.580,4651,14.8,0,589.83,46.7
65.620,4427,15.6,0,590.34,46.3
65.660,4549,15.4,0,590.86,46.5
65.700,5143,12.8,0,591.38,46.5
65.740,5423,12.1,0,591.89,46.5
65.780,4898,12.0,0,592.41,46.4
65.820,4690,11.8,0,592.93,46.3
65.860,4522,9.0,0,593.43,45.9
65.900,4460,1.4,0,593.93,44.6
65.940,4455,0.7,0,594.42,44.7
65.980,4325,0.7,0,594.92,44.2
66.020,4064,0.6,0,595.40,43.8
66.060,3986,0.6,0,595.89,43.7
66.100,4009,0.9,0,596.37,43.2
66.140,3861,0.9,0,596.84,42.9
66.180,3753,2.1,0,597.30,41.3
66.220,3747,7.3,0,597.75,40.9
66.260,3714,10.5,0,598.20,40.5
66.300,3820,12.6,0,598.63,39.4
66.340,3958,13.6,0,599.06,38.2
66.380,4004,13.9,0,599.48,38.2
66.420,4023,13.9,0,599.90,37.5
66.460,4147,14.2,0,600.30,36.7
66.500,4297,14.1,0,600.70,36.0
66.540,3810,14.2,0,601.10,36.4
66.580,3658,14.3,0,601.51,36.8
66.620,3796,14.3,0,601.93,37.1
66.660,4064,14.3,0,602.34,37.4
66.700,3974,14.3,0,602.75,37.0
66.740,3841,14.3,0,603.16,37.0
66.780,3855,13.8,0,603.58,37.3
66.820,3965,7.2,0,604.00,37.4
66.860,3603,1.2,0,604.41,37.0
66.900,3748,0.9,0,604.82,36.9
66.940,3742,0.9,0,605.23,37.0
66.980,3640,0.9,0,605.64,37.0
67.020,3487,1.0,0,606.04,36.0
67.060,3358,1.2,0,606.43,35.8
67.100,3340,1.3,0,606.83,35.9
67.140,3271,2.9,0,607.23,35.8
67.180,3207,3.8,0,607.61,34.8
67.220,3357,4.2,0,607.99,34.2
67.260,3480,7.2,0,608.37,33.8
67.300,3613,9.9,0,608.74,33.7
67.340,3665,10.5,0,609.11,33.4
67.380,3764,12.7,0,609.47,32.4
67.420,3271,18.0,0,609.82,31.9
67.460,3233,22.8,0,610.18,32.0
67.500,3531,24.2,0,610.54,32.1
67.540,3291,24.6,0,610.89,31.8
67.580,3393,25.8,0,611.24,31.5
67.620,3430,26.4,0,611.59,31.9
67.660,3440,26.5,0,611.95,32.7
67.700,3571,26.5,0,612.33,33.3
67.740,3501,26.6,0,612.70,33.9
67.780,3596,26.7,0,613.08,34.1
67.820,3671,25.7,0,613.46,34.0
67.860,3677,22.9,0,613.85,35.0
67.900,3682,14.3,0,614.25,35.4
67.940,3707,4.6,0,614.64,35.4
67.980,3664,1.4,0,615.03,35.2
68.020,3594,1.2,0,615.43,35.7
68.060,3636,1.1,0,615.82,35.2
68.100,3706,1.1,0,616.20,34.8
68.140,3428,1.2,0,616.58,34.2
68.180,3483,1.1,0,616.95,33.7
68.220,3390,1.2,0,617.32,33.0
68.260,3399,1.2,0,617.68,32.4
68.300,3330,1.2,0,618.03,31.8
68.340,3271,1.2,0,618.37,30.7
68.380,3053,1.2,0,618.70,30.3
68.420,2826,0.9,0,619.03,29.9
68.460,2742,0.9,0,619.36,29.3
68.500,2794,0.9,0,619.67,28.6
68.540,3133,1.0,0,619.97,27.7
68.580,3378,3.0,0,620.27,26.9
68.620,3477,13.9,0,620.57,26.7
68.660,3524,32.4,0,620.86,26.1
68.700,4086,40.1,0,621.14,25.6
68.740,4633,41.2,0,621.41,24.8
68.780,5539,35.0,0,621.68,23.9
68.820,6343,3.4,0,621.94,23.4
68.860,6505,0.9,0,622.19,22.8
68.900,6213,0.6,0,622.43,22.1
68.940,5698,0.9,0,622.67,21.7
68.980,5408,0.8,0,622.91,21.2
69.020,5130,0.9,0,623.13,20.5
69.060,4846,1.1,0,623.35,19.5
69.100,4578,1.2,0,623.56,19.0
69.140,4301,1.4,0,623.76,18.7
69.180,4079,1.7,0,623.97,18.4
69.220,3870,4.3,0,624.17,18.2
69.260,3642,10.2,0,624.37,18.2
69.300,3703,12.8,0,624.57,18.2
69.340,3774,13.2,0,624.77,17.9
69.380,4007,13.9,0,624.96,17.5
69.420,4145,14.2,0,625.16,17.5
69.460,4338,8.8,0,625.35,17.4
69.500,4573,1.5,0,625.54,17.3
69.540,4678,1.1,0,625.74,17.4
69.580,4558,1.1,0,625.93,17.5
69.620,4356,1.1,0,626.13,17.6
69.660,4182,1.1,0,626.32,17.6
69.700,3940,1.1,0,626.52,17.6
69.740,3813,1.3,0,626.72,17.9
69.780,3662,3.8,0,626.92,18.2
69.820,3504,5.5,0,627.13,18.7
69.860,3355,6.5,0,627.34,19.1
69.900,3406,11.5,0,627.56,19.5
69.940,3288,14.1,0,627.78,19.6
69.980,3237,15.6,0,628.00,19.9
70.020,3380,16.0,0,628.23,20.2
70.060,3793,16.6,0,628.45,20.4
70.100,4165,20.5,0,628.69,20.6
70.140,4646,27.1,0,628.92,21.1
70.180,5215,30.1,0,629.15,21.1
70.220,6052,31.9,0,629.39,20.9
70.260,6830,32.4,0,629.62,20.9
70.300,7072,31.8,0,629.84,20.5
70.340,7256,21.1,0,630.06,20.0
70.380,7115,13.9,0,630.28,19.5
70.420,7014,5.0,0,630.50,19.5
70.460,6720,1.0,0,630.71,19.5
70.500,6413,1.0,0,630.93,19.6
70.540,6103,4.4,0,631.15,19.5
70.580,5844,5.8,0,631.37,19.5
70.620,5495,6.3,0,631.58,19.3
70.660,5164,10.6,0,631.79,19.1
70.700,4211,13.5,0,632.01,19.5
70.740,2959,13.4,0,632.25,21.1
70.780,1785,12.3,0,632.48,21.3
70.820,1470,12.0,0,632.71,20.6
70.860,1358,9.9,0,632.94,20.3
70.900,1868,7.8,0,633.15,19.4
70.940,2405,7.5,0,633.35,18.3
70.980,2539,7.5,0,633.55,17.7
71.020,2105,7.7,0,633.74,17.6
71.060,1404,14.1,0,633.93,17.4
71.100,1247,29.2,0,634.11,16.4
71.140,1264,43.0,0,634.28,15.2
71.180,1858,53.4,0,634.43,14.2
71.220,2017,57.1,0,634.58,13.4
71.260,2003,57.3,0,634.73,13.2
71.300,1029,57.3,0,634.87,12.7
71.340,1279,57.2,0,634.99,11.8
71.380,1594,54.4,0,635.12,10.9
71.420,201,39.1,0,635.23,10.6
71.460,12,37.9,0,635.35,10.3
71.500,1,38.7,0,635.46,10.0
71.540,0,39.1,0,635.55,9.0
71.580,0,39.1,0,635.64,8.3
71.620,0,38.9,0,635.73,7.8
71.660,0,34.2,0,635.81,7.2
71.700,0,18.6,0,635.88,6.7
71.740,4,16.8,0,635.95,6.2
71.780,63,16.7,0,636.01,6.0
71.820,607,16.6,0,636.07,5.5
71.860,78,16.7,0,636.13,5.4
71.900,5,16.7,0,636.19,4.9
71.940,0,16.7,0,636.24,4.9
71.980,0,16.7,0,636.30,4.9
72.020,0,16.7,0,636.35,4.9
72.060,0,16.5,0,636.40,4.8
72.100,0,14.3,0,636.40,0.6
72.140,0,6.9,0,636.40,0.0
72.180,0,5.7,0,636.40,0.0
72.220,0,5.5,0,636.40,0.0
72.260,0,3.8,0,636.40,0.0
72.300,0,2.7,0,636.40,0.0
72.340,0,2.7,0,636.40,0.0
72.380,0,2.7,0,636.40,0.0
72.420,0,2.7,0,636.40,0.0
72.460,0,2.7,0,636.40,0.0
72.500,0,2.7,0,636.40,0.0
72.540,0,2.7,0,636.40,0.0
72.580,0,2.6,0,636.40,0.0
72.620,0,2.7,0,636.40,0.0
72.660,0,2.7,0,636.40,0.0
72.700,0,2.7,0,636.40,0.0
72.740,0,2.7,0,636.40,0.0
72.780,0,2.6,0,636.40,0.0
72.820,0,2.7,0,636.40,0.0
72.860,0,2.6,0,636.40,0.0
72.900,0,2.7,0,636.40,0.0
72.940,0,2.7,0,636.40,0.0
72.980,0,2.6,0,636.40,0.0
73.020,0,2.7,0,636.40,0.0
73.060,0,2.7,0,636.40,0.0
73.100,0,2.7,0,636.40,0.0
73.140,0,2.7,0,636.40,0.0
73.180,0,2.7,0,636.40,0.0
73.220,0,2.7,0,636.40,0.0
73.260,0,2.7,0,636.40,0.0
73.300,0,2.6,0,636.40,0.0
73.340,0,2.7,0,636.40,0.0
73.380,0,2.7,0,636.40,0.0
73.420,0,2.7,0,636.40,0.0
73.460,0,2.7,0,636.40,0.0
73.500,0,2.7,0,636.40,0.0
73.540,0,1.6,0,636.40,0.0
73.580,0,1.2,0,636.40,0.0
73.620,0,1.2,0,636.40,0.0
73.660,0,1.2,0,636.40,0.0
73.700,0,1.2,0,636.40,0.0
73.740,0,1.2,0,636.40,0.0
73.780,0,1.2,0,636.40,0.0
73.820,0,1.2,0,636.40,0.0
73.860,0,1.2,0,636.40,0.0
73.900,0,1.2,0,636.40,0.0
73.940,0,1.2,0,636.40,0.0
73.980,0,1.2,0,636.40,0.0
74.020,0,1.2,0,636.40,0.0
74.060,0,1.2,0,636.40,0.0
74.100,0,1.2,0,636.40,0.0
74.140,0,1.2,0,636.40,0.0
74.180,0,1.2,0,636.40,0.0
74.220,0,1.2,0,636.40,0.0
74.260,0,1.2,0,636.40,0.0
74.300,0,1.2,0,636.40,0.0
74.340,0,1.2,0,636.40,0.0
74.380,0,1.2,0,636.40,0.0
74.420,0,1.2,0,636.41,0.1
74.460,0,1.2,0,636.41,0.1
74.500,0,1.2,0,636.41,0.1
74.540,0,1.2,0,636.41,0.1
74.580,0,1.2,0,636.41,0.1
74.620,0,1.2,0,636.41,0.1
74.660,0,1.2,0,636.41,0.0
74.700,0,1.2,0,636.41,0.0
74.740,0,1.2,0,636.41,0.0
74.780,0,1.2,0,636.41,0.0
74.820,0,1.2,0,636.41,0.0
74.860,0,1.2,0,636.41,0.0
74.900,0,1.2,0,636.41,0.0
74.940,0,1.2,0,636.41,0.0
74.980,0,1.2,0,636.41,0.0
75.020,0,1.1,0,636.41,0.0
75.060,0,1.2,0,636.41,0.0
75.100,0,1.2,0,636.41,0.0
75.140,0,1.2,0,636.41,0.0
75.180,0,1.2,0,636.41,0.0
75.220,0,1.2,0,636.41,0.0
75.260,0,1.2,0,636.41,0.0
75.300,0,1.2,0,636.41,0.0
75.340,0,1.2,0,636.41,0.0
75.380,0,1.2,0,636.41,0.1
75.420,0,1.2,0,636.41,0.1
75.460,0,1.2,0,636.41,0.1
75.500,0,1.2,0,636.41,0.1
75.540,0,1.2,0,636.42,0.1
75.580,0,1.2,0,636.42,0.1
75.620,0,1.2,0,636.42,0.0
75.660,0,1.2,0,636.42,0.0
75.700,0,1.2,0,636.42,0.0
75.740,0,1.2,0,636.42,0.0
75.780,0,1.2,0,636.42,0.1
75.820,0,1.2,0,636.42,0.1
75.860,0,1.2,0,636.42,0.1
75.900,0,1.2,0,636.42,0.1
75.940,0,1.2,0,636.42,0.1
75.980,0,1.2,0,636.42,0.2
76.020,0,1.2,0,636.43,0.2
76.060,0,1.2,0,636.43,0.2
76.100,0,1.2,0,636.43,0.2
76.140,0,1.2,0,636.43,0.2
76.180,0,1.2,0,636.44,0.3
76.220,0,1.2,0,636.44,0.3
76.260,0,1.2,0,636.44,0.3
76.300,0,1.2,0,636.45,0.3
76.340,0,1.2,0,636.45,0.3
76.380,0,1.2,0,636.45,0.0
76.420,0,1.2,0,636.45,0.0
76.460,0,1.2,0,636.45,0.1
76.500,0,1.2,0,636.45,0.1
76.540,0,1.2,0,636.45,0.1
76.580,0,1.2,0,636.46,0.1
76.620,0,1.2,0,636.46,0.1
76.660,0,1.2,0,636.46,0.0
76.700,0,1.2,0,636.46,0.0
76.740,0,1.5,0,636.46,0.0
76.780,0,1.4,0,636.46,0.0
76.820,0,1.4,0,636.46,0.0
76.860,0,1.5,0,636.46,0.0
76.900,0,1.4,0,636.46,0.0
76.940,0,1.4,0,636.46,0.0
76.980,0,1.3,0,636.46,0.0
77.020,0,1.4,0,636.46,0.0
77.060,0,1.4,0,636.46,0.0
77.100,0,1.3,0,636.46,0.0
77.140,0,1.3,0,636.46,0.0
77.180,0,1.4,0,636.46,0.0
77.220,0,1.3,0,636.46,0.0
77.260,0,1.3,0,636.46,0.0
77.300,0,1.3,0,636.46,0.0
77.340,0,1.3,0,636.46,0.0
77.380,0,1.3,0,636.46,0.0
77.420,0,1.3,0,636.46,0.0
77.460,0,1.3,0,636.46,0.0
77.500,0,1.3,0,636.46,0.0
77.540,2,1.3,0,636.46,0.0
77.580,41,1.4,0,636.46,0.0
77.620,334,1.2,0,636.46,0.0
77.660,343,1.3,0,636.46,0.0
77.700,344,1.3,0,636.46,0.0
77.740,345,1.5,0,636.46,0.0
77.780,388,1.5,0,636.46,0.0
77.820,396,1.6,0,636.46,0.0
77.860,434,1.8,0,636.46,0.0
77.900,712,7.1,0,636.46,0.0
77.940,730,13.6,0,636.46,0.0
77.980,803,14.4,0,636.46,0.0
78.020,1059,14.6,0,636.46,0.0
78.060,1595,14.5,0,636.46,0.0
78.100,1675,14.8,0,636.46,0.0
78.140,1965,14.9,0,636.46,0.0
78.180,2026,14.3,0,636.46,0.0
78.220,2253,3.0,0,636.46,0.0
78.260,2386,1.1,0,636.46,0.0
78.300,2681,0.9,0,636.46,0.0
78.340,2724,1.0,0,636.46,0.0
78.380,2640,1.0,0,636.46,0.0
78.420,2800,1.0,0,636.46,0.0
78.460,2733,1.0,0,636.46,0.0
78.500,2681,1.1,0,636.46,0.0
78.540,2809,1.2,0,636.46,0.0
78.580,2752,1.2,0,636.46,0.0
78.620,2890,1.9,0,636.46,0.1
78.660,2960,2.2,0,636.46,0.1
78.700,3142,2.2,0,636.46,0.1
78.740,3448,1.1,0,636.46,0.1
78.780,3728,0.9,0,636.46,0.1
78.820,3848,1.0,0,636.46,0.0
78.860,4040,1.2,0,636.46,0.0
78.900,4046,1.2,0,636.46,0.1
78.940,4006,1.4,0,636.47,0.1
78.980,4017,1.7,0,636.47,0.1
79.020,3861,2.5,0,636.47,0.1
79.060,3982,5.4,0,636.47,0.1
79.100,3881,8.6,0,636.47,0.0
79.140,4000,9.4,0,636.47,0.1
79.180,4043,10.0,0,636.47,0.1
79.220,4135,11.9,0,636.47,0.1
79.260,4193,13.0,0,636.47,0.1
79.300,4384,13.1,0,636.47,0.1
79.340,4730,12.4,0,636.47,0.0
79.380,5110,5.4,0,636.47,0.0
79.420,5299,4.7,0,636.47,0.0
79.460,5197,5.2,0,636.47,0.0
79.500,4995,5.6,0,636.47,0.0
79.540,4696,7.7,0,636.47,0.0
79.580,4331,11.8,0,636.47,0.0
79.620,4057,14.5,0,636.47,0.0
79.660,4141,18.4,0,636.47,0.0
79.700,4187,20.3,0,636.47,0.0
79.740,4399,20.7,0,636.47,0.0
79.780,4772,21.0,0,636.47,0.0
79.820,5207,21.0,0,636.47,0.0
79.860,5601,21.0,0,636.47,0.0
79.900,6202,20.9,0,636.47,0.0
79.940,6266,21.0,0,636.47,0.0
79.980,6146,21.0,0,636.47,0.0
80.020,5943,21.0,0,636.47,0.0
80.060,5634,20.7,0,636.47,0.0
80.100,5155,17.0,0,636.47,0.0
80.140,4856,15.8,0,636.47,0.0
80.180,4904,15.7,0,636.47,0.0
80.220,5019,15.7,0,636.48,0.3
80.260,5093,16.2,0,636.48,0.3
80.300,5164,16.4,0,636.49,0.3
80.340,5282,16.5,0,636.49,0.7
80.380,5462,16.7,0,636.50,0.8
80.420,5726,17.2,0,636.52,1.2
80.460,5943,17.4,0,636.53,1.3
80.500,5798,17.6,0,636.55,1.8
80.540,5404,17.6,0,636.58,2.4
80.580,4879,17.6,0,636.61,2.5
80.620,4760,16.9,0,636.64,2.9
80.660,4830,16.5,0,636.68,3.2
80.700,4934,16.4,0,636.72,3.5
80.740,5043,16.3,0,636.76,3.5
80.780,5187,16.2,0,636.80,3.8
80.820,5353,16.2,0,636.85,4.0
80.860,5517,16.2,0,636.90,4.2
80.900,5709,16.2,0,636.95,4.4
80.940,5865,16.1,0,637.00,4.6
80.980,5644,16.1,0,637.05,4.8
81.020,5113,16.1,0,637.10,4.9
81.060,4681,16.0,0,637.16,5.0
81.100,4491,16.1,0,637.22,5.0
81.140,4493,16.1,0,637.27,5.1
81.180,4426,16.0,0,637.33,5.1
81.220,4262,16.0,0,637.39,5.1
81.260,4149,15.9,0,637.44,5.1
81.300,4027,15.7,0,637.50,5.2
81.340,3985,15.6,0,637.56,5.2
81.380,3922,15.6,0,637.62,5.3
81.420,3907,15.6,0,637.68,5.5
81.460,3907,15.7,0,637.74,5.6
81.500,3875,15.7,0,637.81,5.7
81.540,3891,15.8,0,637.87,5.8
81.580,3906,16.4,0,637.94,5.9
81.620,3891,16.6,0,638.00,5.9
81.660,3905,16.7,0,638.07,6.0
81.700,3892,16.8,0,638.14,6.1
81.740,3361,16.8,0,638.21,6.2
81.780,2802,16.8,0,638.28,6.3
81.820,2492,16.8,0,638.35,6.8
81.860,1533,16.9,0,638.45,8.1
81.900,1263,18.0,0,638.55,8.9
81.940,1446,23.7,0,638.65,9.2
81.980,1829,37.0,0,638.75,9.3
82.020,1882,41.7,0,638.85,9.1
82.060,1613,42.1,0,638.95,9.0
82.100,1180,42.1,0,639.05,8.9
82.140,1145,42.1,0,639.15,8.7
82.180,1316,42.2,0,639.24,8.6
82.220,1572,42.2,0,639.34,8.4
82.260,1464,42.2,0,639.43,8.3
82.300,1193,42.1,0,639.52,8.1
82.340,1180,42.1,0,639.61,8.1
82.380,1362,42.2,0,639.69,7.5
82.420,1618,42.2,0,639.77,7.4
82.460,1637,42.1,0,639.86,7.8
82.500,1580,42.2,0,639.95,7.9
82.540,1512,42.2,0,640.04,8.3
82.580,1571,42.1,0,640.15,9.3
82.620,1633,41.9,0,640.26,9.7
82.660,1748,36.2,0,640.37,10.0
82.700,1861,23.0,0,640.48,10.3
82.740,1981,21.7,0,640.60,10.5
82.780,1960,21.6,0,640.72,10.7
82.820,1969,21.6,0,640.84,11.2
82.860,1980,21.6,0,640.97,11.6
82.900,2015,21.5,0,641.11,11.8
82.940,1990,21.4,0,641.23,11.2
82.980,2059,19.7,0,641.36,11.3
83.020,2122,3.7,0,641.49,11.7
83.060,2196,1.2,0,641.63,11.9
83.100,2172,1.0,0,641.77,13.1
83.140,2047,0.9,0,641.92,13.1
83.180,1972,1.0,0,642.06,13.2
83.220,1988,1.0,0,642.21,13.2
83.260,2022,0.9,0,642.35,12.9
83.300,2020,0.9,0,642.49,12.7
83.340,1898,0.9,0,642.63,12.4
83.380,1747,1.1,0,642.77,12.3
83.420,1741,1.6,0,642.89,11.4
83.460,1766,2.0,0,643.01,10.8
83.500,1769,2.4,0,643.12,10.5
83.540,1665,2.8,0,643.23,10.0
83.580,1546,3.2,0,643.35,10.4
83.620,1488,7.7,0,643.46,10.3
83.660,1369,11.6,0,643.57,10.0
83.700,1475,14.9,0,643.68,9.7
83.740,1623,15.8,0,643.79,9.5
83.780,1507,15.8,0,643.89,9.1
83.820,1472,15.8,0,643.99,8.9
83.860,1341,15.9,0,644.08,8.9
83.900,1379,15.8,0,644.18,8.9
83.940,1431,15.9,0,644.28,9.0
83.980,1514,15.9,0,644.38,9.1
84.020,1389,15.9,0,644.48,9.0
84.060,1387,15.9,0,644.57,8.4
84.100,1397,15.9,0,644.67,8.4
84.140,1467,15.9,0,644.76,8.5
84.180,1506,15.9,0,644.86,8.5
84.220,1374,16.0,0,644.95,8.5
84.260,1395,15.9,0,645.06,9.2
84.300,1443,16.0,0,645.16,9.1
84.340,1360,16.0,0,645.26,9.0
84.380,1352,16.0,0,645.36,9.0
84.420,1378,15.9,0,645.46,8.9
84.460,1420,15.9,0,645.55,8.9
84.500,1450,16.0,0,645.65,8.8
84.540,1382,15.9,0,645.75,8.8
84.580,1376,15.9,0,645.85,8.8
84.620,1411,16.0,0,645.95,8.9
84.660,1422,15.9,0,646.04,8.9
84.700,1464,15.9,0,646.14,8.8
84.740,1428,16.0,0,646.23,8.2
84.780,1388,16.0,0,646.32,8.3
84.820,1423,16.0,0,646.42,8.3
84.860,1425,16.0,0,646.51,8.3
84.900,1454,16.1,0,646.61,8.9
84.940,1451,16.1,0,646.71,9.1
84.980,1401,16.1,0,646.81,9.0
85.020,1410,16.1,0,646.91,9.0
85.060,1385,16.1,0,647.01,9.0
85.100,1412,16.1,0,647.11,9.0
85.140,1437,16.1,0,647.21,9.0
85.180,1404,16.1,0,647.31,9.0
85.220,1401,16.0,0,647.41,9.0
85.260,1413,15.9,0,647.51,9.0
85.300,1421,15.8,0,647.61,9.1
85.340,1443,15.6,0,647.71,9.1
85.380,1418,14.3,0,647.80,8.5
85.420,1500,11.5,0,647.90,8.4
85.460,1498,6.6,0,647.99,8.4
85.500,1432,1.3,0,648.08,8.4
85.540,1413,1.1,0,648.18,8.4
85.580,1331,1.1,0,648.28,9.1
85.620,1291,1.0,0,648.38,9.0
85.660,1369,1.1,0,648.48,8.7
85.700,1265,1.1,0,648.57,8.6
85.740,1246,1.1,0,648.67,8.4
85.780,1211,1.1,0,648.76,8.2
85.820,1155,1.1,0,648.84,7.8
85.860,1134,1.0,0,648.93,7.6
85.900,1034,1.1,0,649.01,7.4
85.940,1082,1.1,0,649.09,7.2
85.980,1082,1.1,0,649.16,6.8
86.020,879,1.1,0,649.23,6.6
86.060,853,1.1,0,649.31,6.4
86.100,885,1.4,0,649.37,6.2
86.140,788,4.3,0,649.44,6.2
86.180,26,7.2,0,649.51,6.2
86.220,2,8.5,0,649.58,6.1
86.260,0,13.9,0,649.64,5.5
86.300,0,27.4,0,649.70,5.5
86.340,0,45.1,0,649.76,5.5
86.380,0,60.2,0,649.82,5.5
86.420,0,64.7,0,649.88,5.3
86.460,0,65.0,0,649.88,0.7
86.500,0,64.7,0,649.88,0.0
86.540,0,59.2,0,649.88,0.0
86.580,0,38.9,0,649.88,0.0
86.620,0,29.7,0,649.88,0.0
86.660,0,29.3,0,649.88,0.0
86.700,0,27.4,0,649.88,0.0
86.740,0,23.0,0,649.88,0.0
86.780,0,21.5,0,649.88,0.0
86.820,0,17.4,0,649.88,0.0
86.860,0,12.2,0,649.88,0.0
86.900,0,11.4,0,649.88,0.0
86.940,0,9.7,0,649.88,0.0
86.980,0,4.1,0,649.88,0.0
87.020,0,1.6,0,649.88,0.0
87.060,0,1.4,0,649.88,0.0
87.100,0,1.4,0,649.88,0.0
87.140,0,1.4,0,649.88,0.0
87.180,0,1.4,0,649.88,0.0
87.220,0,1.4,0,649.88,0.0
87.260,0,1.4,0,649.88,0.0
87.300,0,1.4,0,649.88,0.0
87.340,0,1.4,0,649.88,0.0
87.380,0,1.4,0,649.88,0.0
87.420,0,1.4,0,649.88,0.0
87.460,0,1.4,0,649.88,0.0
87.500,0,1.4,0,649.88,0.0
87.540,0,1.4,0,649.88,0.0
87.580,0,1.4,0,649.88,0.0
87.620,0,1.4,0,649.88,0.0
87.660,0,1.4,0,649.88,0.0
87.700,0,1.4,0,649.88,0.0
87.740,0,1.4,0,649.88,0.0
87.780,0,1.4,0,649.88,0.0
87.820,0,1.4,0,649.88,0.0
87.860,0,1.3,0,649.88,0.0
87.900,0,1.4,0,649.88,0.0
87.940,0,1.4,0,649.88,0.0
87.980,0,1.4,0,649.88,0.0
